formula,smiles_format,mol_wt,pubchem_status,pubchem_cid,iupac_name,structure,RotationalconstantA,RotationalconstantB,RotationalconstantC,Dipolemoment,HOMO,LUMO,EnergyGap,Zeropointenergy,Finalsinglepointenergy,Totalthermalenergy,TotalEnthalpy,Totalentropy,Gibbsfreeenergy
C6H10,C[C@@H]1CC(=C1)C,82.144,1,58737310.0,"(3R)-1,3-dimethylcyclobutene",HD0811_agg.xyz,0.297359,0.075932,0.068525,0.36452,-6.3806344120642,0.6344062310557,7.0150406431199,0.14164206,-234.297292120777,-234.14891392,-234.14796972,0.03756283,-234.18553254
C7H4,C#C/C=C/C1=C[C]1,88.1082,0,,1-[(E)-but-1-en-3-ynyl]cyclopropene,HD0812_agg.xyz,0.676704,0.038531,0.036455,3.70264,-6.01265485203305,-2.54625093328365,3.4664039187494,0.07583506,-268.564224378083,-268.48139558,-268.48045137,0.03871822,-268.51916959
C6H10,C1C[C@H]2[C@@H]1CC2,82.144,1,135989.0,"(1S,4S)-bicyclo[2.2.0]hexane",HD0813_agg.xyz,0.204798,0.130248,0.100664,0.13499,-7.29420224234785,1.477033980514,8.77123622286185,0.14485319,-234.285064161221,-234.13476291,-234.1338187,0.03504489,-234.16886359
C6H2,C1=C[C@@]23[C@@]1([C]2)[C]3,74.08160000000001,1,86250184.0,"(1S,4R)-tricyclo[2.1.1.01,4]hex-2-ene",HD0814_agg.xyz,0.264904,0.193214,0.188436,3.40855,-6.9809992004223504,-2.85510015360115,4.1258990468212,0.04695918,-229.142571721762,-229.09063432,-229.08969011,0.0337161,-229.12340621
C8H5,C#CC1=C[C@@H]2[C]3[C@H]1[C@H]23,101.127,0,,"(2S,5S,6R)-3-ethynyltricyclo[3.1.0.02,6]hex-3-ene",HD0815_agg.xyz,0.226452,0.05287,0.046279,1.63568,-5.3045329788769005,-1.2056276260253,4.098905352851601,0.09436692,-307.206111069925,-307.10547228,-307.10452807,0.0379503,-307.14247838
C9H6,C=C=C/C=C/C#CC#C,114.1458,0,,"(4E)-nona-1,2,4-trien-6,8-diyne",HD0816_agg.xyz,0.344035,0.014624,0.014069,1.6562,-5.959619862570601,-1.92822595602805,4.031393906542551,0.10857643,-345.921442334334,-345.80341508,-345.80247087,0.04447637,-345.84694725
C9H9,C=Cc1ccc(cc1)[CH2],117.1692,1,12161.0,1-ethenyl-4-methanidylbenzene,HD0817_agg.xyz,0.163865,0.033932,0.028111,0.06784,-4.90678416360105,-0.69375426184975,4.2130299017513,0.14744478,-347.871392114275,-347.71598968,-347.71504547,0.04162886,-347.75667433
C8H3,C#C[C]1[C]2[C]1[CH][C]=C2,99.1114,1,12705044.0,"(1R,5S)-6-ethynylbicyclo[3.1.0]hex-2-ene",HD0818_agg.xyz,0.277703,0.046017,0.039475,1.50842,-6.37834865572,-1.8297479535321,4.5486007021879,0.07059476,-305.962101618079,-305.88481725,-305.88387304,0.03893193,-305.92280496
C3H4,C=C=C,40.0642,1,10037.0,"propa-1,2-diene",HD0819_agg.xyz,4.770236,0.294824,0.294656,0.00123,-7.260977141201801,0.3105363261906,7.571513467392401,0.05465695,-116.499722218371,-116.4412579,-116.44031369,0.02888938,-116.46920307
C7H6,C#C/C=C/C1=CC1,90.1238,0,,1-[(E)-but-1-en-3-ynyl]cyclopropene,HD0820_agg.xyz,0.557167,0.035938,0.033992,0.41466,-6.052492319746251,-1.8968512290654005,4.1556410906808505,0.09895797,-269.823840476377,-269.71752309,-269.71657888,0.03949637,-269.75607526
C5H2,[CH]1[C]2[C@]31[C]2[CH]3,62.07059999999999,1,12183045.0,"(1R,4S)-tricyclo[2.1.0.01,3]pentane",HD0821_agg.xyz,0.55851,0.266498,0.18468,1.53936,-6.154671070609,-2.437051645078,3.717619425531,0.04217008,-191.183453384255,-191.13718538,-191.13624117,0.03114652,-191.16738769
C9H6,C#C[CH]C1=CC=C[C@H]1[CH],114.1458,0,,"(5R)-5-methyl-1-prop-2-ynylcyclopenta-1,3-diene",HD0822_agg.xyz,0.117804,0.03897,0.029284,5.02589,-4.96000963275885,-3.4813701805269,1.47863945223195,0.10948851,-345.883398777523,-345.76561944,-345.76467523,0.04198918,-345.80666442
C8H1,[C]=C1[C]C1=C=C1[C][CH]1,97.0958,0,,1-(cyclopropylidenemethylidene)-2-methylidenecyclopropane,HD0823_agg.xyz,0.2783,0.036284,0.032099,4.77079,-6.8317447534231,-4.2343636276305,2.5973811257926007,0.04120378,-304.554554132675,-304.50546619,-304.50452198,0.04171599,-304.54623796
C8H1,[C]1[C][C]2[C]([C]1)[CH][C][C]2,97.0958,1,136508.0,"(1S,3R,5R)-bicyclo[3.2.0]heptane",HD0824_agg.xyz,0.162457,0.107868,0.06926,2.79591,-6.55688255303305,-3.8269275592768506,2.7299549937562,0.04505174,-304.562942697149,-304.51206143,-304.51111722,0.03673071,-304.54784793
C8H7,C=C[CH]C=C=CC#C,103.1426,0,,"octa-3,4,7-trien-1-yne",HD0825_agg.xyz,0.280151,0.022116,0.021294,0.73675,-5.16556443542655,-0.8540837425643499,4.3114806928622,0.11372765,-308.483310490119,-308.36085599,-308.35991178,0.04338043,-308.40329221
C9H7,C#C[CH]C1=C/C/1=C\C=C,115.15359999999998,0,,(3E)-3-prop-2-enylidene-1-prop-2-ynylcyclopropene,HD0826_agg.xyz,0.108861,0.026393,0.021243,1.71345,-5.28420607424455,-0.59290886885445,4.6912972053901,0.11902181,-346.505695023794,-346.37744735,-346.37650314,0.0447251,-346.42122824
C7H1,[C]1[C]2[C@]31[C]2[C]3C#C,85.0848,0,,"(1S,2R)-2-ethynyltricyclo[1.1.0.01,3]butane",HD0827_agg.xyz,0.543717,0.060867,0.054923,3.14049,-6.818928191064551,-3.3910283821609,3.4278998089036503,0.03846275,-266.56098187725,-266.51634131,-266.5153971,0.03720359,-266.55260069
C7H7,C[CH]/C=C\[C]C#C,91.1316,1,11286440.0,(Z)-hept-4-en-1-yne,HD0828_agg.xyz,0.234053,0.037657,0.032635,0.95596,-5.39642582619075,-1.72272557613045,3.6737002500603,0.10777619,-270.438859917902,-270.32257127,-270.32162706,0.04262796,-270.36425502
C9H7,C=C[C@@H]1[CH]C1=C=CC#C,115.15359999999998,0,,"(2R)-1-buta-1,1-dien-3-ynylidene-2-ethenylcyclopropane",HD0829_agg.xyz,0.135373,0.021993,0.020465,0.90932,-5.7551535153049,-1.1564294418549002,4.59872407345,0.11751641,-346.46236746267,-346.33506425,-346.33412004,0.04577839,-346.37989843
C8H6,C#C[C]C=C=C1CC1,102.1348,0,,pent-1-en-4-ynylidenecyclopropane,HD0830_agg.xyz,0.456804,0.023155,0.02304,3.76604,-4.94379164726905,-2.9253599498002503,2.0184316974688,0.10198766,-307.782300376028,-307.67166962,-307.67072541,0.04241439,-307.7131398
C9H1,C1=C=C=C=C=C=C=C=[C]1,109.1068,0,,"cyclodeca-1,2,3,4,5,6,7-heptaene",HD0831_agg.xyz,0.096738,0.07297,0.041595,2.44402,-6.3598449138860005,-2.89684241826785,3.4630024956181504,0.05074885,-342.716735789476,-342.65812248,-342.65717827,0.04161132,-342.69878959
C7H3,C#CC1(C#[C])C=C1,87.1004,1,85636127.0,3-ethynyl-3-ethynylcyclopropene,HD0832_agg.xyz,0.130985,0.088667,0.058542,4.90396,-7.03286410032765,-1.1660622721626,5.86680182816505,0.0612963,-267.844677745501,-267.7764363,-267.77549209,0.03906588,-267.81455797
C9H2,C#C[C]1[C]C1=C=C1[C][CH]1,110.1146,0,,(2S)-1-(cyclopropylidenemethylidene)-2-ethynylcyclopropane,HD0833_agg.xyz,0.155256,0.026358,0.022532,0.63106,-6.6251014953534,-2.979646662975,3.6454548323784,0.05974347,-343.307050953165,-343.23883485,-343.23789064,0.04261521,-343.28050585
C7H6,C1=C[C@@H]2[C]3[C@H]1[CH][C@H]23,90.1238,0,,"(2S,5R,7R)-tricyclo[3.2.0.02,7]hept-3-ene",HD0834_agg.xyz,0.173132,0.133556,0.09983,2.65291,-5.25547085163175,-0.34887716772605,4.9065936839057,0.10294128,-269.817293235462,-269.70935497,-269.70841076,0.03407544,-269.74248619
C10H6,[C]C1=CC=C2C1=CCC=C2,126.1568,1,57241960.0,3-methyl-5H-indene,HD0835_agg.xyz,0.096291,0.044765,0.030559,2.48297,-6.38055277790905,-3.0558929638851,3.3246598140239496,0.12097428,-384.035222736077,-383.90693903,-383.90599482,0.04009726,-383.94609208
C10H6,C#CC#C/C=C\C12[C@@H]3[C@H]1[C@H]23,126.1568,0,,"(2S,3R,4S)-1-[(Z)-hex-1-en-3,5-diynyl]tricyclo[1.1.0.02,4]butane",HD0836_agg.xyz,0.091843,0.023458,0.01947,1.8713,-5.64432154399625,-1.48429942032235,4.1600221236739,0.11342892,-383.861986342314,-383.73886447,-383.73792027,0.04530218,-383.78322245
C9H7,C#C[C]1C=C[C@@]2(C1)C=C2,115.15359999999998,0,,"(3S,6S)-6-ethynylspiro[2.4]hepta-1,4-diene",HD0837_agg.xyz,0.168819,0.033514,0.029617,1.63665,-4.5139333976342,-0.3204956931189,4.1934377045153,0.12055647,-346.517342315129,-346.38862506,-346.38768085,0.04196782,-346.42964867
C8H5,C=C[CH]C1=C([C]1)C#C,101.127,0,,1-ethynyl-2-prop-2-enylcyclopropene,HD0838_agg.xyz,0.138572,0.038197,0.029943,4.83006,-5.9546673904915,-1.7531206932313,4.2015466972602,0.09106992,-307.197890033558,-307.09863785,-307.09769364,0.04236066,-307.1400543
C9H8,C=C1[CH][C]2[C@@]3([C@H]1C=C3)C2,116.1614,0,,"(1R,3R,5S)-4-methylidenetricyclo[3.2.0.01,3]hept-6-ene",HD0839_agg.xyz,0.095081,0.064033,0.043024,0.72407,-5.6115590363960495,-1.28538419560685,4.326174840789199,0.13571901,-347.130866164516,-346.98803946,-346.98709525,0.03911259,-347.02620784
C7H6,C1=CC21[C@@H]1[C@@H]3[C@H]2[C@H]13,90.1238,0,,"(1'S,2'R,4'S,5'R)-spiro[cyclopropene-3,3'-tricyclo[2.1.0.02,5]pentane]",HD0840_agg.xyz,0.259989,0.079845,0.079709,0.00373,-6.62937368280625,0.15676478927305,6.7861384720793,0.10011841,-269.766238511727,-269.66062946,-269.65968526,0.03513568,-269.69482094
C7H2,[C]#C[C]1C23C41C2C34,86.0926,0,,"2-ethynyltetracyclo[2.1.0.01,3.02,5]pentane",HD0841_agg.xyz,0.462983,0.063214,0.06302,5.01579,-7.88169604557735,-3.8821938823134,3.99950216326395,0.05206953,-267.187385756558,-267.12951253,-267.12856832,0.03611698,-267.1646853
C8H4,C1=CC2=C1C[C]1[C]2[C]1,100.1192,1,154518723.0,"tricyclo[4.2.0.02,8]octa-1(6),2,4-triene",HD0842_agg.xyz,0.203937,0.066637,0.050701,5.75046,-5.44725669346415,-2.7327305550313,2.7145261384328503,0.08239659,-306.512572268796,-306.42389757,-306.42295336,0.03723875,-306.46019211
C9H9,[CH2]c1c([CH2])cccc1[CH2],117.1692,1,10686.0,"1,2,3-trimethanidylbenzene",HD0843_agg.xyz,0.078565,0.060937,0.035857,0.11077,-4.874647517857,-1.5672125105697,3.3074350072873004,0.14631961,-347.839673987847,-347.68548916,-347.68454495,0.04126013,-347.72580508
C9H6,[CH](C1=C[CH]C1)C#CC#C,114.1458,0,,"1-penta-2,4-diynylcyclobutene",HD0844_agg.xyz,0.228471,0.021157,0.019437,1.89496,-5.91186388180785,-1.76539302788885,4.146470853919,0.1107974,-345.921739583267,-345.80244331,-345.8014991,0.04250509,-345.84400418
C10H4,C#C/C=C\C#CC#CC#C,124.14119999999998,0,,"(Z)-dec-7-en-1,3,5,9-tetrayne",HD0845_agg.xyz,0.128203,0.01425,0.012824,0.60771,-6.20678087297975,-2.4908213419368,3.71595953104295,0.09114774,-382.712329627716,-382.61122677,-382.61028256,0.04595165,-382.65623421
C9H4,C#CC1=CC1=C=C1C=C1,112.1302,0,,3-(cycloprop-2-en-1-ylidenemethylidene)-1-ethynylcyclopropene,HD0846_agg.xyz,0.160013,0.023165,0.02102,0.72518,-5.167414809609951,-1.39613453276035,3.771280276849601,0.0843089,-344.589469203,-344.4964371,-344.49549289,0.04295281,-344.53844569
C9H6,C#C[C]1[C@H]2[C]1[CH]C=C2[CH2],114.1458,0,,"(1R,5R)-6-ethynyl-2-methanidylbicyclo[3.1.0]hex-2-ene",HD0847_agg.xyz,0.107347,0.040927,0.033875,1.11608,-5.73439122851175,-2.0717660121668,3.662625216344951,0.11124037,-345.897129893249,-345.7781634,-345.77721919,0.04071643,-345.81793562
C7H3,C#C[C]1[C][C@@]21C=C2,87.1004,0,,"(3R,6R)-6-ethynylspiro[2.2]pent-1-ene",HD0848_agg.xyz,0.238649,0.060152,0.052743,3.53395,-5.069889205590751,-1.26067625798145,3.809212947609301,0.06191257,-267.868117292726,-267.79943047,-267.79848626,0.03868151,-267.83716777
C9H4,CC#CC#CC#CC#C,112.1302,1,22956828.0,"nona-1,3,5,7-tetrayne",HD0849_agg.xyz,5.245325,0.012453,0.012452,2.00242,-6.320633308028951,-2.05062276598295,4.270010542046,0.08593494,-344.688227009813,-344.59273565,-344.59179144,0.04356561,-344.63535706
C5H4,[C]=C1[C@@H]2[C@H]1C2,64.08619999999999,0,,"(1R,3S)-2-methylidenebicyclo[1.1.0]butane",HD0850_agg.xyz,0.561504,0.155741,0.148859,4.39814,-6.713375228455599,-2.55936682087775,4.15400840757785,0.06587376,-192.441618250039,-192.3709412,-192.36999699,0.03306645,-192.40306344
C2H2,C#C,26.0376,1,6326.0,acetylene,HD0851_agg.xyz,8566335.323357,1.165324,1.165323,0.00136,-7.87304282513145,1.0524275281938,8.92547035332525,0.0255033,-77.223812017652,-77.19517469,-77.19423048,0.0191819,-77.21341238
C7H8,C1=C[C]2[C@H]([CH]1)CC2,92.1394,1,154553524.0,"(1S,5S)-bicyclo[3.2.0]hept-2-ene",HD0852_agg.xyz,0.190385,0.096075,0.071419,0.883,-5.7086220468694,-0.60896358603395,5.09965846083545,0.12717678,-271.11922752826,-270.98661718,-270.98567297,0.03524352,-271.02091649
C8H10,CC/C(=C\C=C)/C#C,106.166,0,,"(3E)-4-ethylhexa-1,3-dien-5-yne",HD0853_agg.xyz,0.100644,0.047785,0.03441,0.50836,-6.04585274179405,-1.4076993714066,4.6381533703874505,0.1512574,-310.35753526626,-310.19714673,-310.19620252,0.0433651,-310.23956763
C1H4,C,16.0422,1,297.0,methane,HD0854_agg.xyz,5.186756,5.186414,5.186052,0.00033,-10.520465688031,2.0072206068282,12.5276862948592,0.04437006,-40.45383706947,-40.40659403,-40.40564982,0.02246852,-40.42811834
C8H8,C/C=C/C=C=CC#C,104.1504,0,,"(6E)-octa-3,4,6-trien-1-yne",HD0855_agg.xyz,0.261367,0.021584,0.020729,1.378,-6.25891788673555,-0.7746809209884501,5.4842369657471,0.12668575,-309.118049113038,-308.9823179,-308.98137369,0.04344775,-309.02482144
C9H8,C=C=C/C=C\C=C\1/C=C1,116.1614,0,,"(3E)-3-[(2Z)-hexa-2,4,5-trienylidene]cyclopropene",HD0856_agg.xyz,0.110611,0.027272,0.021978,3.60834,-4.81279603963835,-0.9417316138104,3.87106442582795,0.13204683,-347.127622594727,-346.9862933,-346.98534909,0.04426747,-347.02961656
C5H6,C=CC1=CC1,66.1018,1,10964395.0,1-ethenylcyclopropene,HD0857_agg.xyz,0.585199,0.11063,0.094831,0.76488,-6.17178703180545,-1.2039405201522,4.96784651165325,0.08929974,-193.76885244623,-193.6740783,-193.67313409,0.0345842,-193.70771829
C5H5,C#CC1[CH]C1,65.094,1,138823.0,ethynylcyclopropane,HD0858_agg.xyz,0.567081,0.113011,0.108373,0.57934,-6.0427234325133,0.91324129366305,6.955964726176351,0.07606484,-193.102392354633,-193.02114276,-193.02019855,0.0344083,-193.05460685
C7H6,C1C=C/C/1=C/C#C,90.1238,0,,(3E)-3-prop-2-ynylidenecyclobutene,HD0859_agg.xyz,0.301688,0.052711,0.045262,1.21648,-5.99186535385485,-1.29866335151125,4.6932020023436,0.10062467,-269.857654684159,-269.7504454,-269.7495012,0.03782539,-269.78732659
C8H5,[CH2]/C=C\[C]C#CC#C,101.127,0,,"(Z)-oct-6-en-1,3-diyne",HD0860_agg.xyz,0.298854,0.023321,0.021633,0.57662,-5.5243465473108,-2.4594738263592,3.0648727209516,0.09038289,-307.245154682043,-307.14610202,-307.14515781,0.04328952,-307.18844734
C9H8,C=C[CH]C1=C[C@H](C=C1)[CH],116.1614,0,,"(5S)-5-methyl-2-prop-2-enylcyclopenta-1,3-diene",HD0861_agg.xyz,0.170742,0.032214,0.027529,4.42282,-5.1767483146821,-3.19698399536935,1.9797643193127497,0.13353302,-347.124169927782,-346.98240969,-346.98146548,0.04172507,-347.02319055
C8H2,[C]#C[C]1[C]2[C]1[CH][C]=C2,98.1036,1,12705044.0,"(5R,6R)-6-ethynylbicyclo[3.1.0]hex-2-ene",HD0862_agg.xyz,0.236842,0.052592,0.043036,10.66253,-5.85956359974175,-3.32063252903655,2.5389310707052,0.05756307,-305.257891207334,-305.19351106,-305.19256685,0.038447,-305.23101386
C8H3,C#CC#C[C]1[C@@H]2[C@H]1[C]2,99.1114,0,,"(1R,2R,3R)-2-buta-1,3-diynylbicyclo[1.1.0]butane",HD0863_agg.xyz,0.646136,0.026396,0.02567,2.82824,-5.3755546938574,-1.59151227741935,3.78404241643805,0.06773249,-305.919804728928,-305.8446275,-305.84368329,0.04042886,-305.88411216
C6H1,c1[c][c][c][c][c]1,73.0738,1,241.0,cyclohexatriene,HD0864_agg.xyz,0.254461,0.247129,0.125371,2.27238,-6.45859503023245,-2.75283976858325,3.7057552616492,0.03732115,-228.61540509248,-228.57373028,-228.57278607,0.03298653,-228.60577261
C5H9,CC[CH]C=C,69.12519999999999,1,8004.0,pent-1-ene,HD0865_agg.xyz,0.603338,0.072323,0.070662,0.48557,-5.00991531294055,1.178252972665,6.18816828560555,0.12246205,-195.628070032451,-195.49910183,-195.49815762,0.0374027,-195.53556032
C5H2,[C]C1=C(C1)[C],62.07059999999999,1,139726.0,1-methanidylcyclopropene,HD0866_agg.xyz,0.434183,0.172343,0.126646,3.33126,-7.6336098480765,-4.1920227124927,3.4415871355838004,0.0403362,-191.135845706405,-191.09012845,-191.08918424,0.03434305,-191.12352729
C8H2,[CH2]C1=C([C]1)[C]1[C]2[C]1[C]2,98.1036,0,,2-(2-methylcyclopropen-1-yl)bicyclo[1.1.0]butane,HD0867_agg.xyz,0.24522,0.043697,0.03807,3.90459,-7.1128927837597,-4.1194771599494,2.9934156238103,0.05414549,-305.197834502792,-305.13634144,-305.13539723,0.03966573,-305.17506296
C5H3,C1C=C1C#[C],63.0784,1,15203214.0,1-ethynylcyclopropene,HD0868_agg.xyz,0.800898,0.113558,0.101683,5.43951,-7.23803794360465,-2.1705433398983,5.06749460370635,0.05134415,-191.812308583275,-191.75551803,-191.75457382,0.03502313,-191.78959695
C8H6,C#C[CH]C#C/C=C/[CH2],102.1348,0,,"(E)-oct-6-en-1,4-diyne",HD0869_agg.xyz,0.239896,0.023443,0.021356,0.9125,-5.90587737709685,-2.4038537553170003,3.5020236217798497,0.10387782,-307.88454291504,-307.77221807,-307.77127386,0.04226535,-307.81353921
C8H7,CC(=C)C#C[CH]C#C,103.1426,0,,"2-methylhept-1-en-3,6-diyne",HD0870_agg.xyz,0.198431,0.026975,0.023854,0.88846,-5.3280436155601,-0.6394131259049001,4.6886304896552,0.11341153,-308.484823350333,-308.36227998,-308.36133577,0.04417784,-308.40551361
C2H6,CC,30.0688,1,6324.0,ethane,HD0871_agg.xyz,2.649593,0.66243,0.66239,1e-05,-9.1886316581438,1.7884954937963002,10.9771271519401,0.07411301,-79.711999826146,-79.63440213,-79.63345792,0.02689682,-79.66035474
C10H6,C#CC#CC(=C1CC1)C#C,126.1568,0,,"hepta-1,4,6-triyn-3-ylidenecyclopropane",HD0872_agg.xyz,0.067513,0.023734,0.017686,1.56978,-6.22169271198715,-1.78890366457205,4.4327890474151,0.11383607,-383.916709663284,-383.79275632,-383.79181211,0.04616201,-383.83797412
C7H3,C#C[C][CH][C]C#C,87.1004,1,337121.0,"hepta-1,6-diyne",HD0873_agg.xyz,0.171239,0.05269,0.040292,1.05621,-5.34733648756055,-2.7542275492208,2.593108938339749,0.0585332,-267.895561850372,-267.82914335,-267.82819914,0.04110049,-267.86929963
C8H7,[CH2][C@H](C#CC#C)C=C,103.1426,0,,"(3S)-3-methylhept-1-en-4,6-diyne",HD0874_agg.xyz,0.16337,0.029172,0.025643,1.00453,-5.99268169540635,-0.71209473537345,5.280586960032901,0.11257944,-308.439517298775,-308.31758607,-308.31664187,0.04458163,-308.3612235
C9H10,CC1=C[C@@]23[C@](C1)(C)[C]2[CH]3,118.177,0,,"(1R,5S)-3,5-dimethyltricyclo[3.2.0.01,6]hept-2-ene",HD0875_agg.xyz,0.106763,0.048177,0.038139,2.27862,-5.46445428881575,-1.07378846545805,4.3906658233577,0.15768288,-348.361866105465,-348.19577161,-348.1948274,0.04167105,-348.23649845
C4H4,C1[C]2[C@@H]1[CH]2,52.0752,1,135973.0,(3S)-bicyclo[1.1.0]butane,HD0876_agg.xyz,0.64182,0.387787,0.274623,1.86499,-5.8769516747887005,-0.8143551203913499,5.06259655439735,0.06163333,-154.458066430596,-154.39281669,-154.39187248,0.0297384,-154.42161087
C8H6,C#C[C@H]1C=CC(=C1)[CH2],102.1348,0,,"(5S)-5-ethynyl-2-methylcyclopenta-1,3-diene",HD0877_agg.xyz,0.216142,0.044105,0.03663,1.14045,-5.98032772659365,-2.2521230722782,3.72820465431545,0.10713856,-307.94593576326,-307.83187171,-307.8309275,0.03873546,-307.86966296
C10H4,C#C[C@]12[C][C@]34[C]1[C@]23[CH]C=C4,124.14119999999998,0,,"(1S,5S,6S,7S)-7-ethynyltetracyclo[3.3.0.01,6.05,7]oct-2-ene",HD0878_agg.xyz,0.154021,0.035332,0.031323,2.31034,-5.8342842230303,-2.51087613271865,3.3234080903116503,0.09136511,-382.573431979877,-382.47420712,-382.47326291,0.04082965,-382.51409256
C8H9,CC([CH]C#CC#C)C,105.1582,1,19908673.0,"6-methylhepta-1,3-diyne",HD0879_agg.xyz,0.220518,0.023636,0.022566,1.02602,-5.37204442518595,-0.78066742569945,4.5913769994865,0.13676246,-309.70591760366,-309.55959184,-309.55864763,0.04501302,-309.60366065
C8H3,c1[c][c]c2c([c]1)C=C2,99.1114,1,77987.0,"bicyclo[4.2.0]octa-1(6),2,4,7-tetraene",HD0880_agg.xyz,0.203624,0.073564,0.054041,1.71544,-5.86467934013115,-2.1758767713681,3.6888025687630495,0.07211852,-305.944818300693,-305.86696715,-305.86602294,0.03668322,-305.90270616
C6H7,[CH2]C#CC(=C)C,79.1206,1,136709.0,2-methylpent-1-en-3-yne,HD0881_agg.xyz,0.299292,0.061839,0.051748,0.56118,-5.2971859049134,-0.2593789222966,5.0378069826168,0.10311239,-232.427133418899,-232.31673978,-232.31579557,0.03950128,-232.35529685
C9H2,[C]1[C@]2([C@@]31[C@@H]2[C]3)C#CC#C,110.1146,0,,"(1S,2R,4R)-2-buta-1,3-diynyltricyclo[2.1.0.01,3]pentane",HD0882_agg.xyz,0.266969,0.02653,0.025614,2.20182,-6.8768068070659,-2.31060033875065,4.566206468315249,0.0602732,-343.235929620875,-343.16761649,-343.16667228,0.04120332,-343.2078756
C9H1,[C]#C[C]1[C]=[C][C]=C[C]=[C]1,109.1068,1,12955905.0,"(6R)-6-ethynylcyclohexa-1,3,5-triene",HD0883_agg.xyz,0.197881,0.040493,0.033614,7.76597,-6.95623684002685,-3.6789248359899,3.27731200403695,0.05218121,-342.667402128894,-342.60792888,-342.60698467,0.04039582,-342.64738048
C10H2,[C]1C(=C1C1=C[C]1)C#CC#C,122.1256,0,,"1-buta-1,3-diynyl-2-(cyclopropen-1-yl)cyclopropene",HD0884_agg.xyz,0.129864,0.017789,0.016071,4.65936,-6.701184527953201,-2.8842979697598,3.8168865581934006,0.06676146,-381.356273321052,-381.28025581,-381.2793116,0.04468226,-381.32399386
C7H2,[CH2]C1=C([C]1)[C]C#[C],86.0926,0,,1-methanidyl-2-prop-2-ynylcyclopropene,HD0885_agg.xyz,0.332456,0.046862,0.041073,4.28387,-7.1995338337589,-4.6068330661949,2.592700767564,0.05058146,-267.229775796693,-267.17236352,-267.17141932,0.03839329,-267.20981261
C8H5,C=C[C]1[C]2[C@@H]1[C]2C#C,101.127,0,,"(3R,4R)-2-ethenyl-4-ethynylbicyclo[1.1.0]butane",HD0886_agg.xyz,0.392014,0.032025,0.030292,2.07246,-5.327472176474051,-1.6080840109148,3.71938816555925,0.09062648,-307.182595427403,-307.08422795,-307.08328375,0.04097224,-307.12425598
C8H4,[C]1[CH][C]=[C]C[C]=[C][CH]1,100.1192,1,136838.0,"cycloocta-1,4-diene",HD0887_agg.xyz,0.122484,0.0868,0.053189,0.07766,-6.4131248058139,-2.19647578985095,4.21664901596295,0.08377217,-306.59450318078,-306.50413391,-306.5031897,0.03766199,-306.54085169
C8H8,[CH2]C1=CC2=C(C1)[CH]C2,104.1504,1,123565452.0,"3-methanidylbicyclo[3.2.0]hepta-1(5),2-diene",HD0888_agg.xyz,0.195177,0.054492,0.0433,0.58182,-5.51675457088185,-0.88641086800375,4.6303437028781,0.13119613,-309.14987041769,-309.01202717,-309.01108296,0.03805789,-309.04914085
C9H10,[CH2]C1=C(C)[CH][C@@H]2[C@@]31C[C@@H]23,118.177,0,,"(1R,3S,4S)-7-methyl-6-methyltricyclo[2.2.0.01,3]hex-6-ene",HD0889_agg.xyz,0.102428,0.053327,0.037986,0.64685,-5.8452231998204,-0.9185475137478,4.9266756860726,0.15942635,-348.410076668294,-348.24276681,-348.2418226,0.04069089,-348.28251349
C3H4,CC#C,40.0642,1,6335.0,prop-1-yne,HD0890_agg.xyz,5.270446,0.283426,0.283425,0.76311,-7.219479779000551,1.37251505053695,8.591994829537501,0.05544744,-116.496294140763,-116.43693966,-116.43599545,0.02904221,-116.46503766
C8H8,C=C=C/C=C/C#CC,104.1504,0,,"(4E)-octa-1,2,4-trien-6-yne",HD0891_agg.xyz,0.39291,0.01942,0.018643,0.43997,-5.73542526114365,-1.2300090270301,4.50541623411355,0.12639321,-309.129617154723,-308.99376233,-308.99281812,0.04478944,-309.03760756
C10H4,CC#CC#C[C]C#CC#C,124.14119999999998,1,59330717.0,"deca-1,3,6,8-tetrayne",HD0892_agg.xyz,5.243547,0.009193,0.009193,2.52068,-4.865368435554951,-3.887391256857952,0.977977178697,0.08682692,-382.665530842649,-382.56740125,-382.56645704,0.04745961,-382.61391665
C7H6,C=CC1=C([C]1)C=C,90.1238,1,13695040.0,"1,2-bis(ethenyl)cyclopropene",HD0893_agg.xyz,0.247049,0.050577,0.041983,3.93538,-5.730690480144951,-2.15375391532245,3.5769365648225007,0.09980833,-269.818246440944,-269.71105362,-269.71010941,0.03977771,-269.74988712
C9H9,[CH2]C#C[CH]C1=C(CC1)[CH2],117.1692,0,,1-but-2-ynyl-2-methanidylcyclobutene,HD0894_agg.xyz,0.153241,0.024954,0.021637,0.82082,-5.00632341011395,-1.25267611077675,3.7536472993372,0.14278062,-347.766376718225,-347.61427141,-347.61332721,0.04469892,-347.65802612
C7H2,[C]1[C]([C@H]2[C]1[C]2)C#C,86.0926,0,,"(1S,2R,3R)-2-ethynylbicyclo[1.1.0]butane",HD0895_agg.xyz,0.459041,0.060355,0.055266,3.33523,-6.886494060143701,-2.9595646608081,3.926929399335601,0.0513703,-267.205895767673,-267.14820005,-267.14725585,0.03700499,-267.18426084
